"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestEFault.cpp","41","14","41","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestEmptyPrivateInodeVMObject.cpp","33","14","33","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestEmptySharedInodeVMObject.cpp","33","14","33","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestMemoryDeviceMmap.cpp","87","14","87","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestMemoryDeviceMmap.cpp","56","14","56","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestPrivateInodeVMObject.cpp","39","14","39","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/TestSharedInodeVMObject.cpp","39","14","39","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/elf-symbolication-kernel-read-exploit.cpp","105","14","105","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/Kernel/mmap-write-into-running-programs-executable-file.cpp","16","14","16","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/LibC/TestStdio.cpp","21","20","21","24"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Tests/LibCore/TestLibCoreStream.cpp","97","14","97","19"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Libraries/LibC/fcntl.cpp","55","12","55","15"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Libraries/LibC/stdlib.cpp","746","14","746","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Libraries/LibC/unistd.cpp","1007","15","1007","18"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Libraries/LibCore/Group.cpp","104","18","104","22"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Kernel/API/Graphics.h","37","20","37","23"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Libraries/LibEDID/EDID.cpp","232","32","232","35"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Services/WindowServer/ScreenLayout.ipp","310","32","310","35"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Utilities/head.cpp","77","14","77","17"
"Open file is not closed","A function always returns before closing a file that was opened in the function. Closing resources in the same function that opened them ties the lifetime of the resource to that of the function call, making it easier to avoid and detect resource leaks.","warning","The file is never closed.","/Userland/Utilities/stty.cpp","577","28","577","31"
